Layer 0:
-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-590,-596,-611,-599,-408,-234,-65,59,-576,3263,533
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,23,-9,112,270,449,563,497,1939,524
617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,616,593,634,735,918,1047,1001,815,507
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,269,263,287,416,561,533,345,480
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,377,383,403,562,570,445,429
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,356,351,424,479,371,337
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,299,313,407,340,320
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,297,336,324,306
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,196,236,279
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,117,116,206
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76,99
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,4
Layer 1:
-320,-319,-329,-387,-508,-575,-677,-699,-707,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-593,-593,-593,-585,-619,-637,-702,-704,-708,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-840,-840,-840,-839,-823,-785,-759,-731,-719,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-898,-898,-898,-898,-897,-891,-850,-781,-740,-709,-729,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-830,-830,-830,-830,-830,-830,-834,-822,-785,-733,-746,-725,-830,-877,-818,-757,-644,-466,-287,-51,-190,-820,-707,-1470,4017,568
-823,-823,-823,-823,-823,-823,-824,-824,-820,-773,-777,-756,-861,-905,-845,-784,-671,-493,-314,-64,-190,-820,-707,-1470,4017,568
-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1076,-1094,-1118,-1135,-1231,-1272,-1209,-1143,-1027,-848,-668,-415,-311,-822,-707,-1470,4017,568
-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1328,-1356,-1421,-1447,-1395,-1321,-1201,-1021,-841,-587,-411,-639,-712,-1469,4017,568
-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1096,-1110,-1116,-1135,-1060,-989,-867,-680,-493,-234,-48,17,-670,-1469,4017,568
-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1279,-1269,-1291,-1242,-1205,-1104,-917,-722,-453,-249,-87,-714,-1494,4017,568
-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1164,-1170,-1146,-1137,-1069,-895,-694,-423,-206,-27,-369,-1736,4016,568
-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-602,-610,-640,-632,-494,-297,-19,189,373,276,-1585,4003,567
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-571,-597,-638,-572,-398,-116,79,250,296,-1190,3891,567
-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-262,-264,-300,-271,-188,74,254,419,526,-608,3708,547
-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-590,-596,-611,-599,-408,-234,-65,59,-576,3263,533
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,23,-9,112,270,449,563,497,1939,524
617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,616,593,634,735,918,1047,1001,815,507
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,269,263,287,416,561,533,345,480
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,377,383,403,562,570,445,429
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,356,351,424,479,371,337
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,299,313,407,340,320
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,297,336,324,306
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,196,236,279
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,117,116,206
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76,99
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,4
Layer 2:
-320,-319,-329,-387,-508,-575,-677,-699,-707,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-591,-591,-592,-586,-619,-637,-702,-704,-708,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-840,-840,-840,-839,-823,-785,-759,-731,-719,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-898,-898,-898,-898,-897,-891,-850,-781,-740,-709,-729,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-830,-830,-830,-830,-830,-830,-834,-822,-785,-733,-746,-725,-830,-877,-818,-757,-644,-466,-287,-51,-190,-820,-707,-1470,4017,568
-823,-823,-823,-823,-823,-823,-824,-824,-820,-773,-777,-756,-861,-905,-845,-784,-671,-493,-314,-64,-190,-820,-707,-1470,4017,568
-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1076,-1094,-1118,-1135,-1231,-1272,-1209,-1143,-1027,-848,-668,-415,-311,-822,-707,-1470,4017,568
-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1328,-1356,-1421,-1447,-1395,-1321,-1201,-1021,-841,-587,-411,-639,-712,-1469,4017,568
-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1096,-1110,-1116,-1135,-1060,-989,-867,-680,-493,-234,-48,17,-670,-1469,4017,568
-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1279,-1269,-1291,-1242,-1205,-1104,-917,-722,-453,-249,-87,-714,-1494,4017,568
-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1164,-1170,-1146,-1137,-1069,-895,-694,-423,-206,-27,-369,-1736,4016,568
-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-602,-610,-640,-632,-494,-297,-19,189,373,276,-1585,4003,567
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-571,-597,-638,-572,-398,-116,79,250,296,-1190,3891,567
-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-262,-264,-300,-271,-188,74,254,419,526,-608,3708,547
-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-590,-596,-611,-599,-408,-234,-65,59,-576,3263,533
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,23,-9,112,270,449,563,497,1939,524
617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,616,593,634,735,918,1047,1001,815,507
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,269,263,287,416,561,533,345,480
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,377,383,403,562,570,445,429
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,356,351,424,479,371,337
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,299,313,407,340,320
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,297,336,324,306
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,196,236,279
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,117,116,206
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76,99
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,4
Layer 3:
-321,-320,-325,-383,-508,-575,-677,-699,-707,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-585,-585,-585,-583,-619,-637,-702,-704,-708,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-839,-839,-839,-838,-823,-785,-759,-731,-719,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-898,-898,-898,-898,-897,-891,-850,-781,-740,-709,-729,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-830,-830,-830,-830,-830,-830,-834,-822,-785,-733,-746,-725,-830,-877,-818,-757,-644,-466,-287,-51,-190,-820,-707,-1470,4017,568
-823,-823,-823,-823,-823,-823,-824,-824,-820,-773,-777,-756,-861,-905,-845,-784,-671,-493,-314,-64,-190,-820,-707,-1470,4017,568
-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1076,-1094,-1118,-1135,-1231,-1272,-1209,-1143,-1027,-848,-668,-415,-311,-822,-707,-1470,4017,568
-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1328,-1356,-1421,-1447,-1395,-1321,-1201,-1021,-841,-587,-411,-639,-712,-1469,4017,568
-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1096,-1110,-1116,-1135,-1060,-989,-867,-680,-493,-234,-48,17,-670,-1469,4017,568
-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1279,-1269,-1291,-1242,-1205,-1104,-917,-722,-453,-249,-87,-714,-1494,4017,568
-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1164,-1170,-1146,-1137,-1069,-895,-694,-423,-206,-27,-369,-1736,4016,568
-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-602,-610,-640,-632,-494,-297,-19,189,373,276,-1585,4003,567
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-571,-597,-638,-572,-398,-116,79,250,296,-1190,3891,567
-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-262,-264,-300,-271,-188,74,254,419,526,-608,3708,547
-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-590,-596,-611,-599,-408,-234,-65,59,-576,3263,533
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,23,-9,112,270,449,563,497,1939,524
617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,616,593,634,735,918,1047,1001,815,507
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,269,263,287,416,561,533,345,480
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,377,383,403,562,570,445,429
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,356,351,424,479,371,337
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,299,313,407,340,320
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,297,336,324,306
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,196,236,279
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,117,116,206
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76,99
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,4
Layer 4:
-326,-326,-325,-376,-509,-575,-677,-699,-707,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-567,-567,-567,-575,-620,-637,-702,-704,-708,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-838,-838,-838,-838,-824,-785,-759,-731,-719,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-898,-898,-898,-898,-897,-891,-850,-781,-740,-709,-729,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-830,-830,-830,-830,-830,-830,-834,-822,-785,-733,-746,-725,-830,-877,-818,-757,-644,-466,-287,-51,-190,-820,-707,-1470,4017,568
-823,-823,-823,-823,-823,-823,-824,-824,-820,-773,-777,-756,-861,-905,-845,-784,-671,-493,-314,-64,-190,-820,-707,-1470,4017,568
-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1076,-1094,-1118,-1135,-1231,-1272,-1209,-1143,-1027,-848,-668,-415,-311,-822,-707,-1470,4017,568
-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1328,-1356,-1421,-1447,-1395,-1321,-1201,-1021,-841,-587,-411,-639,-712,-1469,4017,568
-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1096,-1110,-1116,-1135,-1060,-989,-867,-680,-493,-234,-48,17,-670,-1469,4017,568
-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1279,-1269,-1291,-1242,-1205,-1104,-917,-722,-453,-249,-87,-714,-1494,4017,568
-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1164,-1170,-1146,-1137,-1069,-895,-694,-423,-206,-27,-369,-1736,4016,568
-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-602,-610,-640,-632,-494,-297,-19,189,373,276,-1585,4003,567
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-571,-597,-638,-572,-398,-116,79,250,296,-1190,3891,567
-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-262,-264,-300,-271,-188,74,254,419,526,-608,3708,547
-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-590,-596,-611,-599,-408,-234,-65,59,-576,3263,533
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,23,-9,112,270,449,563,497,1939,524
617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,616,593,634,735,918,1047,1001,815,507
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,269,263,287,416,561,533,345,480
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,377,383,403,562,570,445,429
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,356,351,424,479,371,337
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,299,313,407,340,320
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,297,336,324,306
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,196,236,279
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,117,116,206
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76,99
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,4
Layer 5:
-377,-377,-377,-390,-509,-577,-677,-699,-707,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-584,-584,-584,-582,-620,-638,-702,-704,-708,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-834,-834,-834,-834,-826,-786,-759,-731,-719,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-900,-900,-900,-900,-899,-891,-850,-781,-740,-709,-729,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-830,-830,-830,-830,-830,-830,-834,-822,-785,-733,-746,-725,-830,-877,-818,-757,-644,-466,-287,-51,-190,-820,-707,-1470,4017,568
-823,-823,-823,-823,-823,-823,-824,-824,-820,-773,-777,-756,-861,-905,-845,-784,-671,-493,-314,-64,-190,-820,-707,-1470,4017,568
-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1076,-1094,-1118,-1135,-1231,-1272,-1209,-1143,-1027,-848,-668,-415,-311,-822,-707,-1470,4017,568
-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1328,-1356,-1421,-1447,-1395,-1321,-1201,-1021,-841,-587,-411,-639,-712,-1469,4017,568
-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1096,-1110,-1116,-1135,-1060,-989,-867,-680,-493,-234,-48,17,-670,-1469,4017,568
-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1279,-1269,-1291,-1242,-1205,-1104,-917,-722,-453,-249,-87,-714,-1494,4017,568
-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1164,-1170,-1146,-1137,-1069,-895,-694,-423,-206,-27,-369,-1736,4016,568
-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-602,-610,-640,-632,-494,-297,-19,189,373,276,-1585,4003,567
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-571,-597,-638,-572,-398,-116,79,250,296,-1190,3891,567
-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-262,-264,-300,-271,-188,74,254,419,526,-608,3708,547
-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-590,-596,-611,-599,-408,-234,-65,59,-576,3263,533
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,23,-9,112,270,449,563,497,1939,524
617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,616,593,634,735,918,1047,1001,815,507
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,269,263,287,416,561,533,345,480
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,377,383,403,562,570,445,429
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,356,351,424,479,371,337
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,299,313,407,340,320
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,297,336,324,306
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,196,236,279
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,117,116,206
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76,99
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,4
Layer 6:
-444,-444,-444,-442,-512,-579,-677,-699,-707,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-608,-608,-608,-608,-618,-639,-702,-704,-708,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-823,-823,-823,-823,-816,-783,-759,-731,-719,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-898,-898,-898,-898,-897,-888,-850,-781,-740,-709,-729,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-830,-830,-830,-830,-830,-830,-834,-822,-785,-733,-746,-725,-830,-877,-818,-757,-644,-466,-287,-51,-190,-820,-707,-1470,4017,568
-823,-823,-823,-823,-823,-823,-824,-824,-820,-773,-777,-756,-861,-905,-845,-784,-671,-493,-314,-64,-190,-820,-707,-1470,4017,568
-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1076,-1094,-1118,-1135,-1231,-1272,-1209,-1143,-1027,-848,-668,-415,-311,-822,-707,-1470,4017,568
-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1328,-1356,-1421,-1447,-1395,-1321,-1201,-1021,-841,-587,-411,-639,-712,-1469,4017,568
-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1096,-1110,-1116,-1135,-1060,-989,-867,-680,-493,-234,-48,17,-670,-1469,4017,568
-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1279,-1269,-1291,-1242,-1205,-1104,-917,-722,-453,-249,-87,-714,-1494,4017,568
-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1164,-1170,-1146,-1137,-1069,-895,-694,-423,-206,-27,-369,-1736,4016,568
-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-602,-610,-640,-632,-494,-297,-19,189,373,276,-1585,4003,567
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-571,-597,-638,-572,-398,-116,79,250,296,-1190,3891,567
-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-262,-264,-300,-271,-188,74,254,419,526,-608,3708,547
-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-590,-596,-611,-599,-408,-234,-65,59,-576,3263,533
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,23,-9,112,270,449,563,497,1939,524
617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,616,593,634,735,918,1047,1001,815,507
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,269,263,287,416,561,533,345,480
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,377,383,403,562,570,445,429
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,356,351,424,479,371,337
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,299,313,407,340,320
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,297,336,324,306
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,196,236,279
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,117,116,206
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76,99
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,4
Layer 7:
-495,-495,-495,-495,-511,-583,-676,-699,-707,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-613,-613,-613,-613,-606,-639,-699,-704,-708,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-789,-789,-789,-789,-784,-779,-758,-731,-719,-703,-726,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-887,-887,-887,-887,-886,-886,-848,-781,-740,-709,-729,-712,-826,-874,-815,-754,-641,-463,-285,-51,-190,-820,-707,-1470,4017,568
-830,-830,-830,-830,-830,-830,-834,-822,-785,-733,-746,-725,-830,-877,-818,-757,-644,-466,-287,-51,-190,-820,-707,-1470,4017,568
-823,-823,-823,-823,-823,-823,-824,-824,-820,-773,-777,-756,-861,-905,-845,-784,-671,-493,-314,-64,-190,-820,-707,-1470,4017,568
-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1076,-1094,-1118,-1135,-1231,-1272,-1209,-1143,-1027,-848,-668,-415,-311,-822,-707,-1470,4017,568
-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1307,-1328,-1356,-1421,-1447,-1395,-1321,-1201,-1021,-841,-587,-411,-639,-712,-1469,4017,568
-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1089,-1096,-1110,-1116,-1135,-1060,-989,-867,-680,-493,-234,-48,17,-670,-1469,4017,568
-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1278,-1279,-1269,-1291,-1242,-1205,-1104,-917,-722,-453,-249,-87,-714,-1494,4017,568
-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1163,-1164,-1170,-1146,-1137,-1069,-895,-694,-423,-206,-27,-369,-1736,4016,568
-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-601,-602,-610,-640,-632,-494,-297,-19,189,373,276,-1585,4003,567
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-571,-597,-638,-572,-398,-116,79,250,296,-1190,3891,567
-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-261,-262,-264,-300,-271,-188,74,254,419,526,-608,3708,547
