Layer R0:
-831,-831,-831,-831,-831,-831,-831,-831,-831,-830,-842,-831,-834,-821,-822,-804,-857,-937,-977,-1059,-1116,-1272,-1887,-1216,-1103,-1440,1251,2176,1107,866
-831,-831,-831,-831,-831,-831,-831,-831,-831,-830,-842,-831,-834,-821,-822,-804,-857,-937,-977,-1059,-1116,-1272,-1887,-1216,-1103,-1440,1251,2176,1107,866
-831,-831,-831,-831,-831,-831,-831,-831,-831,-830,-842,-831,-834,-821,-822,-804,-857,-937,-977,-1059,-1116,-1272,-1887,-1216,-1103,-1440,1251,2176,1107,866
-827,-827,-827,-827,-827,-827,-827,-827,-827,-828,-838,-830,-834,-821,-822,-804,-857,-937,-977,-1059,-1116,-1272,-1887,-1216,-1103,-1440,1251,2176,1107,866
-796,-796,-796,-796,-796,-796,-796,-796,-796,-796,-798,-798,-804,-818,-817,-805,-857,-937,-977,-1059,-1116,-1272,-1887,-1216,-1103,-1440,1251,2176,1107,866
-720,-720,-720,-720,-720,-720,-720,-720,-720,-720,-720,-722,-727,-746,-779,-783,-857,-936,-977,-1058,-1116,-1272,-1887,-1216,-1103,-1440,1251,2176,1107,866
-745,-745,-745,-745,-745,-745,-745,-745,-745,-745,-745,-745,-745,-744,-759,-760,-842,-927,-966,-1055,-1116,-1272,-1887,-1216,-1103,-1440,1251,2176,1107,866
-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-831,-833,-842,-881,-918,-968,-1032,-1105,-1269,-1887,-1216,-1103,-1440,1251,2176,1107,866
-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-865,-874,-886,-908,-971,-1084,-1252,-1884,-1215,-1104,-1440,1251,2176,1107,866
-792,-792,-792,-792,-792,-792,-792,-792,-792,-792,-792,-792,-792,-792,-792,-792,-793,-799,-811,-864,-986,-1172,-1839,-1207,-1105,-1440,1251,2176,1107,866
-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-669,-683,-747,-974,-1739,-1175,-1104,-1438,1252,2176,1107,866
-434,-434,-434,-434,-434,-434,-434,-434,-434,-434,-434,-434,-434,-434,-434,-434,-434,-434,-434,-436,-470,-724,-1534,-1040,-1096,-1450,1245,2174,1107,866
-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-163,-403,-1228,-778,-1014,-1463,1221,2165,1106,865
-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-147,-941,-510,-806,-1404,1203,2139,1100,864
-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-780,-774,-300,-610,-1274,1186,2065,1064,845
-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1321,-1224,-1143,1264,1986,963,812
2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2200,1847,729,658
568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,569,513,399
Layer R2:
-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1313,-1314,-1320,-1331,-1371,-1368,-1424,-1499,-1544,-1609,-1668,-1607,-1670,-1221,-1104,-1440,1251,2176,1107,866
-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1313,-1314,-1320,-1331,-1371,-1368,-1424,-1499,-1544,-1609,-1668,-1607,-1670,-1221,-1104,-1440,1251,2176,1107,866
-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1313,-1314,-1320,-1331,-1371,-1368,-1424,-1499,-1544,-1609,-1668,-1607,-1670,-1221,-1104,-1440,1251,2176,1107,866
-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1313,-1314,-1320,-1331,-1371,-1368,-1424,-1499,-1544,-1609,-1668,-1607,-1670,-1221,-1104,-1440,1251,2176,1107,866
-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1313,-1314,-1320,-1331,-1371,-1368,-1424,-1499,-1544,-1609,-1668,-1607,-1670,-1221,-1104,-1440,1251,2176,1107,866
-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1312,-1313,-1314,-1320,-1331,-1371,-1368,-1424,-1499,-1544,-1609,-1668,-1607,-1670,-1221,-1104,-1440,1251,2176,1107,866
-1313,-1313,-1313,-1313,-1313,-1313,-1313,-1313,-1313,-1313,-1314,-1314,-1320,-1331,-1371,-1368,-1424,-1499,-1544,-1609,-1668,-1607,-1670,-1221,-1104,-1440,1251,2176,1107,866
-1318,-1318,-1318,-1318,-1318,-1318,-1318,-1318,-1318,-1318,-1318,-1318,-1321,-1335,-1373,-1368,-1424,-1499,-1544,-1609,-1668,-1607,-1670,-1221,-1104,-1440,1251,2176,1107,866
-1372,-1372,-1372,-1372,-1372,-1372,-1372,-1372,-1372,-1372,-1372,-1372,-1372,-1372,-1375,-1363,-1425,-1502,-1544,-1609,-1668,-1607,-1670,-1221,-1104,-1440,1251,2176,1107,866
-1457,-1457,-1457,-1457,-1457,-1457,-1457,-1457,-1457,-1457,-1457,-1457,-1457,-1457,-1456,-1453,-1484,-1514,-1557,-1611,-1669,-1607,-1670,-1221,-1104,-1440,1251,2176,1107,866
-1469,-1469,-1469,-1469,-1469,-1469,-1469,-1469,-1469,-1469,-1469,-1469,-1469,-1469,-1469,-1469,-1475,-1480,-1498,-1558,-1654,-1596,-1670,-1221,-1105,-1440,1251,2176,1107,866
-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1396,-1397,-1407,-1457,-1562,-1523,-1631,-1215,-1105,-1440,1251,2176,1107,866
-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1260,-1262,-1274,-1323,-1325,-1531,-1183,-1104,-1438,1252,2176,1107,866
-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1025,-1027,-1046,-1075,-1326,-1048,-1096,-1450,1245,2174,1107,866
-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-738,-739,-754,-1020,-786,-1014,-1463,1221,2165,1106,865
-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-480,-481,-733,-518,-806,-1404,1203,2139,1100,864
-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-721,-718,-308,-610,-1274,1186,2065,1064,845
-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1322,-1224,-1143,1264,1986,963,812
2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2200,1847,729,658
568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,569,513,399
Layer R3:
-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1158,-1154,-1179,-1193,-1232,-1249,-1305,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1158,-1154,-1179,-1193,-1232,-1249,-1305,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1158,-1154,-1179,-1193,-1232,-1249,-1305,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1158,-1154,-1179,-1193,-1232,-1249,-1305,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1158,-1154,-1179,-1193,-1232,-1249,-1305,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1158,-1154,-1179,-1193,-1232,-1249,-1305,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1158,-1154,-1179,-1193,-1232,-1249,-1305,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1154,-1158,-1154,-1179,-1193,-1232,-1249,-1305,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1155,-1155,-1155,-1155,-1155,-1155,-1155,-1155,-1155,-1155,-1155,-1155,-1155,-1155,-1158,-1154,-1179,-1193,-1232,-1249,-1305,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1158,-1158,-1158,-1158,-1158,-1158,-1158,-1158,-1158,-1158,-1158,-1158,-1158,-1158,-1158,-1158,-1180,-1193,-1232,-1249,-1305,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1172,-1172,-1172,-1172,-1172,-1172,-1172,-1172,-1172,-1172,-1172,-1172,-1172,-1172,-1172,-1172,-1177,-1177,-1211,-1246,-1304,-1224,-1064,-963,-1000,-1478,1251,2175,1107,866
-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1125,-1123,-1132,-1173,-1267,-1210,-1063,-964,-1000,-1478,1251,2175,1107,866
-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1030,-1032,-1067,-1052,-987,-943,-1001,-1477,1251,2175,1107,866
-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-784,-790,-806,-786,-811,-994,-1491,1245,2174,1107,866
-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-476,-483,-480,-549,-912,-1504,1221,2165,1106,865
-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-189,-193,-281,-704,-1445,1203,2139,1100,864
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-56,-508,-1315,1186,2065,1064,845
-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1201,-1090,-1184,1264,1986,963,812
2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2579,2200,1847,729,658
568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,569,513,399
Layer R4:
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-568,-569,-567,-587,-625,-710,-676,-609,-490,-253,-475,1052,2147,1106,865
-580,-580,-580,-580,-580,-580,-580,-580,-580,-580,-580,-580,-580,-580,-580,-580,-580,-579,-589,-625,-709,-676,-609,-490,-253,-475,1052,2147,1106,865
-634,-634,-634,-634,-634,-634,-634,-634,-634,-634,-634,-634,-634,-634,-634,-634,-634,-634,-634,-639,-669,-660,-605,-490,-253,-475,1052,2147,1106,865
-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-532,-542,-528,-471,-256,-476,1052,2147,1106,865
-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-245,-246,-243,-228,-184,-489,1036,2144,1106,865
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,41,38,26,-427,1021,2120,1100,864
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,244,219,-297,1004,2046,1064,845
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,35,-171,1082,1967,963,812
2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2025,1828,729,658
567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,568,513,399
Layer R5:
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,40,35,12,-1,33,137,297,568,1984,1081,856
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,40,35,12,-1,33,137,297,568,1984,1081,856
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,7,-2,32,137,297,568,1984,1081,856
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,64,74,135,292,567,1983,1081,856
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,285,332,559,1976,1080,856
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,490,481,559,1916,1054,844
625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,624,638,1838,954,812
1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1101,1687,720,658
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,529,505,399
Layer R6:
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,283,277,268,276,283,412,589,931,787
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,277,268,276,283,412,589,931,787
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,271,278,285,412,589,931,787
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,387,441,584,931,787
566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,563,559,873,776
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,401,643,629
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,466,382
Layer R7:
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,302,296,301,374,530,582
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,299,301,374,530,582
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,386,404,533,582
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,380,421,523
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,322,320
Layer R8:
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,164,160,200,320
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,164,160,200,320
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,164,160,200,320
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,164,160,200,320
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,164,160,200,320
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,164,160,200,320
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,164,160,200,320
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,164,160,200,320
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,164,160,200,320
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,164,160,200,320
